SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Is_DischargeDataAvailable,RL_of_zeroGauge,MeanSeaLevel,Data Acquisition Time,River Water Level Telemetry Hourly (meter)
1514,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,19-02-2020 07:30,116.185
1515,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,19-02-2020 08:30,116.185
1516,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,19-02-2020 09:30,116.256
1517,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,19-02-2020 10:30,116.186
1518,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,19-02-2020 11:30,116.186
1519,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,19-02-2020 12:30,116.186
1520,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,19-02-2020 13:30,116.186
1521,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,19-02-2020 14:30,116.186
1522,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,19-02-2020 15:30,116.186
1523,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,19-02-2020 16:30,116.186
1524,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,19-02-2020 17:30,116.186
1525,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,19-02-2020 18:30,116.186
1526,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,19-02-2020 19:30,116.185
1527,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,19-02-2020 20:30,116.186
1528,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,19-02-2020 21:30,116.185
1529,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,19-02-2020 22:30,116.186
1530,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,19-02-2020 23:30,116.251
1531,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,20-02-2020 00:30,116.185
1532,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,20-02-2020 01:30,116.251
1533,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,20-02-2020 02:30,116.185
1534,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,20-02-2020 03:30,116.185
1535,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,20-02-2020 04:30,116.185
1536,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,20-02-2020 05:30,116.185
1537,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,20-02-2020 06:30,116.244
1538,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,20-02-2020 07:30,116.185
1539,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,20-02-2020 08:30,116.185
1540,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,20-02-2020 09:30,116.186
1541,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,20-02-2020 10:30,116.186
1542,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,20-02-2020 11:30,116.186
1543,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,20-02-2020 12:30,116.186
1544,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,20-02-2020 13:30,116.186
1545,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,20-02-2020 14:30,116.186
1546,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,20-02-2020 15:30,116.186
1547,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,20-02-2020 16:30,116.186
1548,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,20-02-2020 17:30,116.186
1549,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,20-02-2020 18:30,116.186
1550,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,20-02-2020 19:30,116.185
1551,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,20-02-2020 20:30,116.185
1552,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,20-02-2020 21:30,116.185
1553,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,20-02-2020 22:30,116.25
1554,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,20-02-2020 23:30,116.25
1555,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,21-02-2020 00:30,116.25
1556,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,21-02-2020 01:30,116.185
1557,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,21-02-2020 02:30,116.185
1558,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,21-02-2020 03:30,116.185
1559,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,21-02-2020 04:30,116.185
1560,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,21-02-2020 05:30,116.185
1561,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,21-02-2020 06:30,116.185
1562,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,21-02-2020 07:30,116.185
1563,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,21-02-2020 08:30,116.185
1564,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,21-02-2020 09:30,116.186
1565,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,21-02-2020 10:30,116.186
1566,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,21-02-2020 11:30,116.186
1567,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,21-02-2020 12:30,116.186
1568,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,21-02-2020 13:30,116.186
1569,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,21-02-2020 14:30,116.186
1570,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,21-02-2020 15:30,116.186
1571,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,21-02-2020 16:30,116.186
1572,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,21-02-2020 17:30,116.186
1573,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,22-02-2020 08:30,116.185
1574,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,22-02-2020 09:30,116.186
1575,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,22-02-2020 10:30,116.186
1576,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,22-02-2020 11:30,116.186
1577,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,22-02-2020 12:30,116.186
1578,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,22-02-2020 13:30,116.186
1579,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,22-02-2020 14:30,116.186
1580,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,22-02-2020 15:30,116.186
1581,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,22-02-2020 16:30,116.186
1582,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,22-02-2020 17:30,116.186
1583,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,22-02-2020 18:30,116.186
1584,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,22-02-2020 19:30,116.186
1585,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,22-02-2020 20:30,116.185
1586,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,22-02-2020 21:30,116.185
1587,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,22-02-2020 22:30,116.186
1588,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,22-02-2020 23:30,116.185
1589,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,23-02-2020 00:30,116.185
1590,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,23-02-2020 01:30,116.241
1591,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,23-02-2020 02:30,116.185
1592,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,23-02-2020 03:30,116.185
1593,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,23-02-2020 04:30,116.185
1594,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,23-02-2020 05:30,116.185
1595,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,23-02-2020 06:30,116.185
1596,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,23-02-2020 07:30,116.185
1597,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,23-02-2020 08:30,116.185
1598,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,23-02-2020 09:30,116.186
1599,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,23-02-2020 10:30,116.186
1600,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,23-02-2020 11:30,116.186
1601,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,23-02-2020 12:30,116.186
1602,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,23-02-2020 13:30,116.186
1603,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,23-02-2020 14:30,116.186
1604,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,23-02-2020 15:30,116.186
1605,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,23-02-2020 16:30,116.186
1606,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,23-02-2020 17:30,116.186
1607,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,24-02-2020 08:30,116.185
1608,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,24-02-2020 09:30,116.186
1609,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,24-02-2020 10:30,116.186
1610,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,24-02-2020 11:30,116.186
1611,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,24-02-2020 12:30,116.186
1612,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,24-02-2020 13:30,116.186
1613,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,24-02-2020 14:30,116.186
1614,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,24-02-2020 15:30,116.186
1615,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,24-02-2020 16:30,116.186
1616,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,24-02-2020 17:30,116.186
1617,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,24-02-2020 18:30,116.186
1618,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,24-02-2020 19:30,116.186
1619,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,24-02-2020 20:30,116.185
1620,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,24-02-2020 21:30,116.185
1621,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,24-02-2020 22:30,116.185
1622,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,24-02-2020 23:30,116.185
1623,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,25-02-2020 00:30,116.185
1624,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,25-02-2020 01:30,116.193
1625,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,25-02-2020 02:30,116.242
1626,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,25-02-2020 03:30,116.242
1627,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,25-02-2020 04:30,116.185
1628,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,25-02-2020 05:30,116.185
1629,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,25-02-2020 06:30,116.185
1630,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,25-02-2020 07:30,116.185
1631,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,25-02-2020 08:30,116.185
1632,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,25-02-2020 09:30,116.186
1633,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,25-02-2020 10:30,116.186
1634,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,25-02-2020 11:30,116.186
1635,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,25-02-2020 12:30,116.186
1636,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,25-02-2020 13:30,116.186
1637,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,25-02-2020 14:30,116.186
1638,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,25-02-2020 15:30,116.187
1639,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,25-02-2020 16:30,116.186
1640,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,25-02-2020 17:30,116.186
1641,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,25-02-2020 18:30,116.186
1642,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,25-02-2020 19:30,116.187
1643,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,25-02-2020 20:30,116.186
1644,Chennur,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHENNUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.57222222,78.80000000,Yes,114.0000,0,25-02-2020 21:30,116.186
